industry_type,company_size,num_employees,electricity_kwh_per_month,renewable_energy_percent,diesel_litres_per_month,petrol_litres_per_month,natural_gas_m3_per_month,server_rack_count,num_servers_onprem,num_laptops,num_desktops,server_arrangement,server_area_sqft,cloud_provider,cloud_monthly_bill_inr,purchased_services_spend_inr_per_month,annual_revenue_inr_cr,electricity_level,scope1_tco2e_monthly,scope2_tco2e_monthly,scope3_tco2e_monthly,total_tco2e_monthly,scope1_pct,scope2_pct,scope3_pct,primary_recommendation,recommendation_priority,recommendation_label
IT,medium,81,10558.8,36.3,35.2,2.0,3.3,30,80,81,12,custom,1728.0,none,4524.0,27874.0,22.3,high,0.1057,5.5755,1.1813,6.8625,1.5,81.2,17.2,adopt_cloud_migration,MEDIUM,4
Retail,medium,215,13419.2,3.7,7.5,11.3,7.5,7,7,215,27,hot_aisle_cold_aisle,190.1,gcp,40289.0,74032.0,65.16,high,0.0615,10.609,3.3705,14.041,0.4,75.6,24.0,switch_to_renewables,HIGH,0
Finance,medium,205,4926.9,79.7,12.9,9.9,2.0,3,1,205,3,hot_aisle_cold_aisle,229.7,gcp,29967.0,29730.0,52.6,medium,0.0615,0.8254,2.2103,3.0973,2.0,26.7,71.4,low_emission_maintain_practices,LOW,7
Finance,small,447,4305.6,77.4,5.7,11.7,2.8,1,0,447,1,hot_aisle_cold_aisle,157.4,none,25036.0,19822.0,72.9,medium,0.048,0.7997,3.7252,4.5729,1.0,17.5,81.5,low_emission_maintain_practices,LOW,7
Manufacturing,large,764,50049.8,25.3,82.6,16.2,4.8,22,23,764,146,custom,912.0,azure,50275.0,109564.0,464.83,very_high,0.2686,30.7017,11.4605,42.4308,0.6,72.4,27.0,reduce_electricity_consumption,HIGH,1
Retail,medium,482,6477.7,36.6,3.9,13.7,4.0,4,3,482,60,hot_aisle_cold_aisle,133.2,gcp,35686.0,268562.0,84.0,medium,0.0503,3.3747,7.8711,11.2961,0.4,29.9,69.7,reduce_scope3_purchases,LOW,8
Finance,large,485,22052.9,0.6,8.3,9.2,7.5,9,9,485,14,hot_aisle_cold_aisle,149.7,none,34987.0,75987.0,133.48,very_high,0.0588,17.9908,4.8187,22.8683,0.3,78.7,21.1,switch_to_renewables,HIGH,0
Manufacturing,large,441,25790.0,31.2,26.9,44.3,15.4,5,31,441,256,custom,762.4,aws,33665.0,196258.0,237.82,very_high,0.2058,14.5597,12.3262,27.0917,0.8,53.7,45.5,reduce_electricity_consumption,HIGH,1
IT,medium,667,12318.3,54.1,22.2,16.3,4.1,4,17,667,69,hot_aisle_cold_aisle,409.0,gcp,22692.0,38308.0,123.1,high,0.1055,4.6434,7.6149,12.3639,0.9,37.6,61.6,hybrid_work_policy,MEDIUM,9
IT,large,1366,75504.3,11.4,97.3,42.0,13.9,26,19,1366,91,hot_aisle_cold_aisle,498.8,azure,61707.0,116133.0,490.08,very_high,0.3861,54.9014,14.9832,70.2708,0.5,78.1,21.3,reduce_electricity_consumption,HIGH,1
Finance,medium,449,11187.3,30.7,4.9,2.2,2.1,10,2,449,16,hot_aisle_cold_aisle,319.3,azure,191436.0,53299.0,94.16,high,0.0225,6.375,6.9893,13.3868,0.2,47.6,52.2,reduce_cloud_carbon,MEDIUM,5
IT,large,386,2993.3,42.0,14.0,2.2,2.2,7,6,386,40,hot_aisle_cold_aisle,334.6,gcp,13655.0,151660.0,132.63,low,0.0471,1.436,5.4493,6.9324,0.7,20.7,78.6,reduce_scope3_purchases,LOW,8
Healthcare,medium,286,4162.2,34.3,31.5,10.4,4.0,26,64,286,27,hot_aisle_cold_aisle,1507.7,none,796.0,42335.0,36.3,medium,0.1166,2.2884,3.3166,5.7216,2.0,40.0,58.0,adopt_cloud_migration,MEDIUM,4
IT,medium,114,4391.5,49.7,18.1,3.3,1.0,7,8,114,32,stacked_high_density,201.4,none,15600.0,28554.0,12.67,medium,0.0582,1.8295,1.9761,3.8638,1.5,47.4,51.1,improve_cooling_efficiency,LOW,6
IT,medium,16,921.2,73.0,9.8,5.0,4.9,0,1,16,6,hot_aisle_cold_aisle,146.2,gcp,21805.0,7196.0,5.48,low,0.0478,0.204,0.5389,0.7907,6.0,25.8,68.2,low_emission_maintain_practices,LOW,7
Retail,medium,960,11896.5,44.9,3.9,0.1,4.1,10,4,960,12,hot_aisle_cold_aisle,263.8,aws,134545.0,56658.0,349.34,high,0.019,5.3928,10.3914,15.8033,0.1,34.1,65.8,reduce_cloud_carbon,MEDIUM,5
Finance,medium,165,2575.2,51.7,9.3,9.7,5.0,9,7,165,27,stacked_high_density,164.7,none,28798.0,27833.0,41.23,low,0.0575,1.0433,2.2423,3.3431,1.7,31.2,67.1,improve_cooling_efficiency,LOW,6
Retail,medium,749,6614.1,31.4,25.3,15.3,2.9,2,4,749,100,hot_aisle_cold_aisle,396.3,aws,364529.0,21737.0,565.14,medium,0.1091,3.7241,14.2139,18.0471,0.6,20.6,78.8,reduce_cloud_carbon,MEDIUM,5
IT,large,470,22688.6,2.5,39.5,12.4,9.3,8,8,470,26,hot_aisle_cold_aisle,101.0,none,41874.0,50595.0,163.08,very_high,0.1535,18.1537,4.8136,23.1207,0.7,78.5,20.8,switch_to_renewables,HIGH,0
Retail,medium,879,7824.1,34.4,19.1,4.8,1.0,0,4,879,64,hot_aisle_cold_aisle,388.5,azure,487698.0,62437.0,441.78,medium,0.0643,4.2087,15.7347,20.0078,0.3,21.0,78.6,reduce_cloud_carbon,MEDIUM,5
Finance,small,150,4412.2,50.2,17.4,0.6,2.1,6,6,150,23,stacked_high_density,108.1,gcp,2664.0,36875.0,33.02,medium,0.0523,1.8174,2.1142,3.9838,1.3,45.6,53.1,improve_cooling_efficiency,LOW,6
IT,large,710,13746.7,47.0,6.8,1.6,0.4,12,6,710,36,hot_aisle_cold_aisle,374.7,azure,63334.0,30693.0,243.16,high,0.0227,5.9956,7.6742,13.6925,0.2,43.8,56.0,hybrid_work_policy,MEDIUM,9
IT,large,945,78101.4,39.5,75.8,3.3,18.5,19,49,945,175,custom,1773.5,aws,48480.0,166432.0,496.65,very_high,0.2485,38.7842,14.1631,53.1958,0.5,72.9,26.6,reduce_electricity_consumption,HIGH,1
IT,medium,181,2555.6,30.1,1.3,10.8,0.6,8,10,181,18,stacked_high_density,189.5,gcp,15816.0,15287.0,21.51,low,0.0297,1.4856,2.1734,3.6886,0.8,40.3,58.9,improve_cooling_efficiency,LOW,6
Finance,medium,90,11208.8,26.8,30.7,3.1,5.1,28,79,90,60,custom,2198.8,none,611.0,33623.0,21.88,high,0.0998,6.7842,2.5658,9.4498,1.1,71.8,27.2,adopt_cloud_migration,MEDIUM,4
Finance,medium,228,3435.8,47.1,2.1,4.7,4.0,17,64,228,37,hot_aisle_cold_aisle,1316.1,none,646.0,36545.0,62.56,medium,0.0246,1.5205,3.0749,4.6201,0.5,32.9,66.6,adopt_cloud_migration,MEDIUM,4
Finance,medium,150,7941.7,15.5,9.8,16.7,3.4,7,7,150,31,stacked_high_density,148.5,gcp,29411.0,24799.0,23.27,medium,0.0718,5.521,2.4695,8.0623,0.9,68.5,30.6,improve_cooling_efficiency,LOW,6
Healthcare,medium,395,11683.6,19.7,28.7,19.1,2.6,25,28,395,71,stacked_high_density,862.3,none,5578.0,16884.0,25.84,high,0.1263,7.7581,5.1379,13.0223,1.0,59.6,39.5,optimize_server_infrastructure,MEDIUM,2
Data Centre,large,972,24852.5,34.0,89.0,0.5,2.8,25,20,972,134,custom,1820.7,gcp,34148.0,159960.0,350.73,very_high,0.2454,13.5004,12.8229,26.5686,0.9,50.8,48.3,reduce_electricity_consumption,HIGH,1
Finance,medium,328,7447.0,12.3,23.2,7.4,9.9,30,35,328,34,hot_aisle_cold_aisle,737.6,none,2749.0,35276.0,79.6,medium,0.0995,5.4086,3.7776,9.2856,1.1,58.2,40.7,adopt_cloud_migration,MEDIUM,4
IT,medium,256,2528.2,71.2,19.3,14.0,4.0,6,4,256,14,hot_aisle_cold_aisle,66.1,gcp,23353.0,17796.0,42.08,low,0.0922,0.6077,2.7497,3.4496,2.7,17.6,79.7,low_emission_maintain_practices,LOW,7
Finance,medium,77,13597.0,24.8,9.9,28.3,4.8,48,32,77,30,stacked_high_density,1887.0,none,10641.0,44645.0,14.34,high,0.1017,8.5091,1.759,10.3698,1.0,82.1,17.0,optimize_server_infrastructure,MEDIUM,2
Retail,medium,243,3648.5,63.4,17.4,2.9,3.0,2,2,243,15,hot_aisle_cold_aisle,284.3,gcp,10654.0,115662.0,30.22,medium,0.0595,1.0985,3.3417,4.4997,1.3,24.4,74.3,reduce_scope3_purchases,LOW,8
IT,medium,815,12930.6,54.1,17.1,10.1,4.1,4,20,815,40,hot_aisle_cold_aisle,598.6,azure,55602.0,48796.0,488.83,high,0.0775,4.8739,8.6518,13.6032,0.6,35.8,63.6,hybrid_work_policy,MEDIUM,9
IT,medium,415,6284.0,50.1,36.8,27.7,9.0,30,34,415,26,stacked_high_density,815.4,aws,24962.0,35633.0,91.87,medium,0.181,2.6492,4.6327,7.4629,2.4,35.5,62.1,optimize_server_infrastructure,MEDIUM,2
IT,medium,365,14282.5,34.6,26.7,7.0,0.9,11,16,365,70,hot_aisle_cold_aisle,574.7,azure,21173.0,66404.0,67.73,high,0.0896,7.6789,5.5559,13.3243,0.7,57.6,41.7,hybrid_work_policy,MEDIUM,9
IT,small,90,2159.0,55.4,10.8,18.0,4.5,14,5,90,35,stacked_high_density,234.7,gcp,2022.0,36110.0,23.48,low,0.0797,0.826,1.9439,2.8495,2.8,29.0,68.2,improve_cooling_efficiency,LOW,6
Finance,large,197,2818.2,33.1,17.8,3.4,1.2,2,7,197,54,hot_aisle_cold_aisle,139.5,gcp,603.0,74128.0,18.77,low,0.058,1.5496,3.5843,5.1918,1.1,29.8,69.0,reduce_scope3_purchases,LOW,8
IT,large,264,5158.7,33.0,3.2,16.0,2.0,3,14,264,49,hot_aisle_cold_aisle,117.0,gcp,6327.0,235604.0,69.32,medium,0.0496,2.8395,5.3263,8.2154,0.6,34.6,64.8,reduce_scope3_purchases,LOW,8
IT,medium,117,4493.1,40.9,36.2,15.5,9.4,17,69,117,49,hot_aisle_cold_aisle,1324.3,none,2711.0,55693.0,29.8,medium,0.152,2.2076,2.6658,5.0253,3.0,43.9,53.0,adopt_cloud_migration,MEDIUM,4
Healthcare,medium,155,9701.1,40.4,48.2,20.2,8.8,54,31,155,38,stacked_high_density,1268.8,none,25182.0,35684.0,59.42,high,0.1938,4.8814,2.5163,7.5915,2.6,64.3,33.1,optimize_server_infrastructure,MEDIUM,2
IT,large,1445,37655.5,32.7,91.7,2.8,19.9,12,46,1445,266,custom,903.2,aws,25849.0,138878.0,959.98,very_high,0.2928,20.8047,19.9656,41.063,0.7,50.7,48.6,reduce_electricity_consumption,HIGH,1
Healthcare,medium,163,6606.1,46.6,22.7,19.5,7.8,11,66,163,51,custom,1388.3,none,658.0,10216.0,35.18,medium,0.1218,2.9148,2.7191,5.7556,2.1,50.6,47.2,adopt_cloud_migration,MEDIUM,4
IT,medium,349,2644.8,37.7,27.7,19.1,2.8,3,0,349,31,hot_aisle_cold_aisle,305.4,gcp,33965.0,109974.0,50.62,low,0.1241,1.3564,4.768,6.2485,2.0,21.7,76.3,reduce_scope3_purchases,LOW,8
IT,large,1366,51792.6,29.1,48.2,33.2,12.8,9,45,1366,278,hot_aisle_cold_aisle,319.8,aws,55501.0,120393.0,610.72,very_high,0.232,30.1271,19.9536,50.3127,0.5,59.9,39.7,reduce_electricity_consumption,HIGH,1
Education,small,277,1261.7,72.5,17.2,7.2,3.0,1,10,277,11,hot_aisle_cold_aisle,102.7,none,29480.0,25150.0,37.93,low,0.0688,0.2863,2.6854,3.0406,2.3,9.4,88.3,low_emission_maintain_practices,LOW,7
Healthcare,medium,226,9973.9,20.7,3.7,4.1,4.5,29,42,226,60,hot_aisle_cold_aisle,999.2,none,904.0,32317.0,66.91,high,0.0286,6.537,3.6325,10.198,0.3,64.1,35.6,adopt_cloud_migration,MEDIUM,4
Retail,large,171,11504.8,37.6,20.3,14.0,0.5,1,14,171,73,hot_aisle_cold_aisle,228.4,azure,384600.0,33799.0,58.35,high,0.0878,5.8885,8.744,14.7203,0.6,40.0,59.4,reduce_cloud_carbon,MEDIUM,5
Manufacturing,large,344,58565.2,23.0,84.5,8.1,1.2,15,39,344,274,hot_aisle_cold_aisle,907.6,aws,34540.0,112927.0,254.03,very_high,0.2476,37.0046,11.3796,48.6319,0.5,76.1,23.4,reduce_electricity_consumption,HIGH,1
Healthcare,medium,234,5487.7,21.3,32.7,15.3,1.0,29,73,234,41,hot_aisle_cold_aisle,1693.6,none,401.0,17338.0,32.1,medium,0.125,3.5928,3.0744,6.7922,1.8,52.9,45.3,adopt_cloud_migration,MEDIUM,4
Finance,medium,120,8604.1,45.2,0.6,16.8,4.9,7,7,120,26,stacked_high_density,208.0,gcp,6725.0,28152.0,6.8,high,0.0504,3.8845,1.9225,5.8575,0.9,66.3,32.8,improve_cooling_efficiency,LOW,6
IT,medium,318,3229.8,24.4,19.6,4.3,8.5,14,42,318,54,custom,764.0,none,3412.0,20517.0,127.01,medium,0.0798,2.0303,4.1083,6.2184,1.3,32.7,66.1,adopt_cloud_migration,MEDIUM,4
IT,medium,305,10567.2,43.1,2.2,1.1,1.4,53,21,305,27,stacked_high_density,1698.3,aws,17753.0,23870.0,93.08,high,0.0113,5.0681,3.5857,8.6651,0.1,58.5,41.4,optimize_server_infrastructure,MEDIUM,2
Finance,medium,174,12163.7,7.3,20.3,13.6,6.9,2,14,174,13,hot_aisle_cold_aisle,293.7,gcp,17010.0,20057.0,76.15,high,0.0999,9.2497,2.0348,11.3844,0.9,81.2,17.9,switch_to_renewables,HIGH,0
Finance,small,186,1694.6,74.8,2.8,8.0,0.4,5,0,186,3,hot_aisle_cold_aisle,132.4,none,14043.0,7297.0,37.8,low,0.0268,0.359,1.6107,1.9965,1.3,18.0,80.7,low_emission_maintain_practices,LOW,7
Finance,medium,133,11209.3,49.9,0.7,15.5,8.4,25,64,133,12,hot_aisle_cold_aisle,1394.5,none,4791.0,30410.0,8.77,high,0.0548,4.6493,1.6134,6.3175,0.9,73.6,25.5,adopt_cloud_migration,MEDIUM,4
IT,large,565,52558.7,14.6,26.0,15.2,0.0,29,18,565,138,custom,1097.6,aws,71899.0,123790.0,355.29,very_high,0.1048,36.864,10.1868,47.1556,0.2,78.2,21.6,reduce_electricity_consumption,HIGH,1
Retail,large,933,4804.2,25.6,29.7,17.7,4.1,0,1,933,96,hot_aisle_cold_aisle,255.4,azure,150601.0,67197.0,598.3,medium,0.1288,2.9309,12.4944,15.5542,0.8,18.8,80.3,reduce_cloud_carbon,MEDIUM,5
Finance,large,743,5633.0,67.7,7.8,15.1,4.9,9,2,743,84,hot_aisle_cold_aisle,169.6,aws,131358.0,56589.0,554.44,medium,0.0658,1.5079,10.5252,12.0989,0.5,12.5,87.0,reduce_cloud_carbon,MEDIUM,5
IT,large,1029,80953.2,20.2,73.4,44.1,12.4,16,49,1029,111,custom,1525.7,gcp,97045.0,172857.0,239.66,very_high,0.3239,53.0047,13.3363,66.6649,0.5,79.5,20.0,reduce_electricity_consumption,HIGH,1
IT,medium,166,12619.9,2.9,27.0,4.2,2.3,2,6,166,2,hot_aisle_cold_aisle,265.9,none,27131.0,39104.0,23.75,high,0.0868,10.0518,1.6804,11.8189,0.7,85.0,14.2,switch_to_renewables,HIGH,0
Education,small,102,2709.2,87.0,11.4,14.0,2.3,3,0,102,15,hot_aisle_cold_aisle,89.5,none,29756.0,14338.0,32.74,low,0.0676,0.2941,1.3185,1.6802,4.0,17.5,78.5,low_emission_maintain_practices,LOW,7
Finance,large,432,2021.3,30.5,4.7,2.0,2.7,8,14,432,32,hot_aisle_cold_aisle,256.1,none,2138.0,194942.0,153.25,low,0.0227,1.1661,5.8258,7.0146,0.3,16.6,83.1,reduce_scope3_purchases,LOW,8
Manufacturing,small,50,1975.1,17.7,1476.6,170.3,14.8,4,2,35,10,hot_aisle_cold_aisle,75.9,aws,8882.0,32496.0,2.67,low,4.3809,1.34,0.9344,6.6553,65.8,20.1,14.0,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,432,3473.8,38.3,8.3,14.2,3.2,8,15,432,12,hot_aisle_cold_aisle,343.5,none,6030.0,139997.0,130.78,medium,0.0616,1.7717,4.8582,6.6915,0.9,26.5,72.6,reduce_scope3_purchases,LOW,8
IT,large,698,12424.8,27.5,7.6,16.2,4.4,6,8,698,67,hot_aisle_cold_aisle,536.0,aws,45648.0,34533.0,170.13,high,0.0668,7.3972,8.2579,15.7219,0.4,47.1,52.5,hybrid_work_policy,MEDIUM,9
Logistics,small,260,2442.8,1.3,1409.5,278.0,0.8,4,3,50,37,hot_aisle_cold_aisle,157.4,aws,18799.0,18259.0,50.87,low,4.4213,1.9841,1.8009,8.2063,53.9,24.2,21.9,electrify_fleet_reduce_fuel,HIGH,3
Finance,medium,229,6383.2,69.6,11.2,11.0,3.1,4,7,229,84,hot_aisle_cold_aisle,229.9,azure,109587.0,42659.0,56.13,medium,0.0617,1.5983,5.852,7.512,0.8,21.3,77.9,reduce_cloud_carbon,MEDIUM,5
Manufacturing,large,650,16720.8,32.7,30.3,14.0,9.8,27,16,650,298,hot_aisle_cold_aisle,528.5,gcp,49880.0,173873.0,187.59,very_high,0.1335,9.2754,14.8551,24.264,0.6,38.2,61.2,reduce_electricity_consumption,HIGH,1
Finance,medium,180,7239.3,12.5,2.5,12.7,2.5,14,6,180,22,stacked_high_density,211.7,none,5896.0,15500.0,9.23,medium,0.0411,5.2306,2.1304,7.4021,0.6,70.7,28.8,improve_cooling_efficiency,LOW,6
IT,medium,434,3403.9,86.6,16.9,6.8,4.6,6,8,434,10,hot_aisle_cold_aisle,211.8,gcp,9615.0,7745.0,103.97,medium,0.0704,0.3846,3.8498,4.3048,1.6,8.9,89.4,low_emission_maintain_practices,LOW,7
IT,small,342,4631.7,92.4,15.6,1.5,0.4,5,3,342,18,hot_aisle_cold_aisle,141.3,gcp,1025.0,9373.0,41.05,medium,0.0461,0.2975,3.268,3.6116,1.3,8.2,90.5,low_emission_maintain_practices,LOW,7
Logistics,medium,272,4108.5,13.7,1002.8,279.7,27.1,5,8,82,34,hot_aisle_cold_aisle,56.1,aws,7456.0,10136.0,80.03,medium,3.3889,2.9163,1.74,8.0451,42.1,36.2,21.6,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,210,9285.6,27.0,20.0,1.6,5.3,24,53,210,60,custom,1414.2,none,1392.0,10813.0,28.37,high,0.0681,5.6065,3.3337,9.0083,0.8,62.2,37.0,adopt_cloud_migration,MEDIUM,4
IT,medium,447,9027.4,26.9,33.9,29.7,7.6,31,27,447,19,stacked_high_density,947.3,none,8471.0,56153.0,132.04,high,0.175,5.4917,4.4911,10.1578,1.7,54.1,44.2,optimize_server_infrastructure,MEDIUM,2
IT,medium,160,4385.2,45.7,34.5,5.2,7.7,28,51,160,49,custom,1478.7,none,25.0,50084.0,54.66,medium,0.1202,2.0088,2.9615,5.0904,2.4,39.5,58.2,adopt_cloud_migration,MEDIUM,4
IT,large,371,76588.8,18.4,71.4,26.1,0.1,6,48,371,273,hot_aisle_cold_aisle,866.6,aws,19279.0,164927.0,230.72,very_high,0.2518,51.2577,11.7541,63.2637,0.4,81.0,18.6,reduce_electricity_consumption,HIGH,1
IT,medium,434,4002.8,52.8,4.6,3.4,0.2,5,11,434,25,hot_aisle_cold_aisle,113.6,none,35795.0,290300.0,172.6,medium,0.0206,1.5581,6.4197,7.9984,0.3,19.5,80.3,reduce_scope3_purchases,LOW,8
IT,large,181,7848.4,57.1,7.8,19.7,2.1,2,4,181,29,hot_aisle_cold_aisle,220.3,none,20642.0,132769.0,57.36,medium,0.0707,2.7645,3.2613,6.0964,1.2,45.3,53.5,reduce_scope3_purchases,LOW,8
Data Centre,large,599,28517.6,19.3,6.6,10.4,13.9,18,37,599,195,custom,1225.7,aws,25578.0,150441.0,369.92,very_high,0.0701,18.9074,11.4793,30.4567,0.2,62.1,37.7,reduce_electricity_consumption,HIGH,1
IT,medium,95,2034.2,55.9,27.8,2.7,4.7,7,11,95,31,stacked_high_density,209.4,none,20738.0,38690.0,15.08,low,0.0903,0.7538,1.8803,2.7244,3.3,27.7,69.0,improve_cooling_efficiency,LOW,6
Finance,medium,273,9264.7,32.6,44.7,2.8,1.0,27,32,273,32,stacked_high_density,557.3,none,805.0,19950.0,100.73,high,0.1283,5.1906,3.1666,8.4854,1.5,61.2,37.3,optimize_server_infrastructure,MEDIUM,2
IT,medium,702,14418.4,23.8,24.4,1.3,1.8,9,12,702,46,hot_aisle_cold_aisle,345.9,aws,38788.0,91329.0,362.34,high,0.0721,9.0251,8.0867,17.1839,0.4,52.5,47.1,hybrid_work_policy,MEDIUM,9
Logistics,small,123,4818.6,8.1,1417.3,104.3,10.7,1,7,25,29,hot_aisle_cold_aisle,53.8,none,7608.0,20638.0,18.42,medium,4.0611,3.633,1.1287,8.8228,46.0,41.2,12.8,electrify_fleet_reduce_fuel,HIGH,3
IT,small,61,8371.9,37.2,10.8,19.1,0.2,9,9,61,15,stacked_high_density,219.8,none,15338.0,12811.0,16.91,high,0.0735,4.3346,0.9816,5.3897,1.4,80.4,18.2,improve_cooling_efficiency,LOW,6
Finance,medium,77,6397.8,12.7,26.7,11.0,5.0,9,6,77,39,stacked_high_density,225.9,none,10979.0,12646.0,12.65,medium,0.1072,4.6033,1.7406,6.4511,1.7,71.4,27.0,improve_cooling_efficiency,LOW,6
Retail,medium,420,5525.1,61.0,17.9,16.7,0.2,5,0,420,59,hot_aisle_cold_aisle,299.9,none,24867.0,285058.0,93.04,medium,0.087,1.7758,7.1645,9.0272,1.0,19.7,79.4,reduce_scope3_purchases,LOW,8
IT,medium,283,10026.4,44.7,23.3,6.4,4.8,35,39,283,52,stacked_high_density,1265.1,none,6159.0,19212.0,112.2,high,0.087,4.6375,3.7679,8.4924,1.0,54.6,44.4,optimize_server_infrastructure,MEDIUM,2
IT,medium,336,7987.5,33.2,21.4,18.6,1.0,60,35,336,13,stacked_high_density,1744.9,none,17634.0,15400.0,18.25,medium,0.1024,4.5311,3.1275,7.761,1.3,58.4,40.3,optimize_server_infrastructure,MEDIUM,2
IT,large,393,13922.2,3.1,39.2,15.6,3.5,1,14,393,23,hot_aisle_cold_aisle,378.7,none,3359.0,13128.0,145.35,high,0.1482,11.0641,3.8248,15.0371,1.0,73.6,25.4,switch_to_renewables,HIGH,0
Manufacturing,large,510,62924.0,12.2,62.3,23.2,11.8,20,22,510,237,hot_aisle_cold_aisle,556.0,azure,12152.0,131232.0,278.03,very_high,0.2446,45.3382,11.5099,57.0927,0.4,79.4,20.2,reduce_electricity_consumption,HIGH,1
IT,medium,319,3076.1,65.4,8.9,0.9,4.8,8,0,319,15,direct_liquid_cooling,234.6,gcp,29632.0,7803.0,90.49,medium,0.0357,0.8841,3.2516,4.1714,0.9,21.2,77.9,low_emission_maintain_practices,LOW,7
Retail,medium,102,2195.6,25.0,20.2,9.2,1.1,1,5,102,46,hot_aisle_cold_aisle,251.9,gcp,37626.0,128346.0,14.04,low,0.0776,1.3521,3.3876,4.8173,1.6,28.1,70.3,reduce_scope3_purchases,LOW,8
Retail,large,348,16340.6,1.5,39.7,5.1,7.2,7,5,348,29,hot_aisle_cold_aisle,455.7,gcp,26197.0,68735.0,29.04,very_high,0.1329,13.2107,4.3074,17.651,0.8,74.8,24.4,switch_to_renewables,HIGH,0
IT,small,56,7520.1,20.8,25.1,14.4,2.6,6,8,56,39,stacked_high_density,160.1,gcp,25859.0,37868.0,6.44,medium,0.1058,4.8994,2.0088,7.0141,1.5,69.9,28.6,improve_cooling_efficiency,LOW,6
Retail,large,475,7093.3,66.6,19.9,8.2,1.7,3,9,475,47,hot_aisle_cold_aisle,150.2,none,8009.0,195657.0,172.65,medium,0.0757,1.948,6.5681,8.5918,0.9,22.7,76.4,reduce_scope3_purchases,LOW,8
Logistics,small,101,1157.8,2.4,719.8,185.7,4.3,4,2,13,46,hot_aisle_cold_aisle,105.3,none,3018.0,15004.0,6.85,low,2.3668,0.9337,1.4374,4.7379,50.0,19.7,30.3,electrify_fleet_reduce_fuel,HIGH,3
IT,medium,38,5301.5,42.4,32.5,13.1,6.3,33,40,38,78,stacked_high_density,786.0,none,23092.0,17408.0,7.51,medium,0.1302,2.5897,2.4994,5.2194,2.5,49.6,47.9,optimize_server_infrastructure,MEDIUM,2
Manufacturing,medium,228,1998.6,5.0,1250.3,291.1,14.2,0,7,42,24,hot_aisle_cold_aisle,86.7,none,19665.0,10064.0,24.26,low,4.0522,1.5569,1.0468,6.6559,60.9,23.4,15.7,electrify_fleet_reduce_fuel,HIGH,3
Healthcare,medium,322,9876.8,47.3,30.7,18.8,2.0,29,78,322,56,hot_aisle_cold_aisle,2145.3,none,3926.0,58982.0,47.5,high,0.1298,4.3195,4.5005,8.9498,1.5,48.3,50.3,adopt_cloud_migration,MEDIUM,4
IT,medium,310,12860.5,57.8,24.1,16.2,2.4,50,20,310,21,stacked_high_density,1105.5,aws,4807.0,56448.0,113.44,high,0.1069,4.5801,3.5333,8.2203,1.3,55.7,43.0,optimize_server_infrastructure,MEDIUM,2
Finance,medium,234,10563.6,46.0,21.9,2.4,8.7,28,75,234,38,custom,1404.9,none,1847.0,56954.0,44.47,high,0.082,4.7338,3.3121,8.1279,1.0,58.2,40.8,adopt_cloud_migration,MEDIUM,4
Finance,large,337,9588.5,8.6,11.7,9.3,8.1,2,0,337,1,hot_aisle_cold_aisle,197.9,none,30564.0,63794.0,85.91,high,0.0694,7.1899,3.2058,10.4651,0.7,68.7,30.6,switch_to_renewables,HIGH,0
IT,medium,103,4310.1,51.1,22.9,1.9,2.8,3,11,103,16,hot_aisle_cold_aisle,347.5,aws,130979.0,72925.0,31.34,medium,0.0715,1.7336,3.7862,5.5913,1.3,31.0,67.7,reduce_cloud_carbon,MEDIUM,5
Finance,large,387,5756.0,20.9,7.0,11.5,2.0,8,6,387,57,hot_aisle_cold_aisle,176.1,none,24107.0,55667.0,35.58,medium,0.0494,3.7476,5.0152,8.8122,0.6,42.5,56.9,reduce_scope3_purchases,LOW,8
Finance,medium,481,2538.4,60.1,5.3,7.8,1.1,3,0,481,44,hot_aisle_cold_aisle,330.0,gcp,31311.0,237171.0,67.52,low,0.0345,0.8358,7.1503,8.0206,0.4,10.4,89.1,reduce_scope3_purchases,LOW,8
Finance,medium,99,1134.8,60.2,13.9,10.1,3.2,1,1,99,20,hot_aisle_cold_aisle,193.1,none,12616.0,11571.0,13.52,low,0.0671,0.3721,1.4046,1.8439,3.6,20.2,76.2,low_emission_maintain_practices,LOW,7
IT,large,756,5745.7,67.3,28.8,7.3,2.0,7,8,756,16,hot_aisle_cold_aisle,316.1,azure,415595.0,35332.0,236.44,medium,0.0981,1.5531,12.3031,13.9543,0.7,11.1,88.2,reduce_cloud_carbon,MEDIUM,5
IT,small,129,8484.7,50.4,13.3,11.9,4.7,8,10,129,24,stacked_high_density,227.9,gcp,20104.0,5085.0,32.3,high,0.0727,3.4717,1.8769,5.4213,1.3,64.0,34.6,improve_cooling_efficiency,LOW,6
Finance,large,424,9258.3,8.9,24.0,12.0,5.1,6,1,424,25,hot_aisle_cold_aisle,487.4,gcp,5468.0,27376.0,148.02,high,0.1024,6.9268,4.2863,11.3155,0.9,61.2,37.9,switch_to_renewables,HIGH,0
Finance,medium,259,8198.6,37.4,29.2,17.1,3.2,8,11,259,87,hot_aisle_cold_aisle,181.6,azure,437411.0,70594.0,71.0,high,0.1243,4.2227,10.8179,15.1648,0.8,27.8,71.3,reduce_cloud_carbon,MEDIUM,5
